12:23:16  |  Platform  |  Info  |  * Initialise: RenderManager  |  d:\myprojects\multiplayer\platforms\directx\directxplatform\src\mygui_directxrendermanager.cpp  |  28
12:23:27  |  Core  |  Info  |  * Shutdown: ControllerManager  |  d:\MyProjects\multiPlayer\MyGUIEngine\src\MyGUI_ControllerManager.cpp  |  62
12:23:27  |  Core  |  Info  |  ControllerManager successfully shutdown  |  d:\MyProjects\multiPlayer\MyGUIEngine\src\MyGUI_ControllerManager.cpp  |  71
12:23:27  |  Core  |  Info  |  * Shutdown: ClipboardManager  |  d:\MyProjects\multiPlayer\MyGUIEngine\src\MyGUI_ClipboardManager.cpp  |  108
12:23:27  |  Core  |  Info  |  ClipboardManager successfully shutdown  |  d:\MyProjects\multiPlayer\MyGUIEngine\src\MyGUI_ClipboardManager.cpp  |  110
12:23:27  |  Core  |  Info  |  * Shutdown: LayoutManager  |  d:\MyProjects\multiPlayer\MyGUIEngine\src\MyGUI_LayoutManager.cpp  |  57
12:23:27  |  Core  |  Info  |  LayoutManager successfully shutdown  |  d:\MyProjects\multiPlayer\MyGUIEngine\src\MyGUI_LayoutManager.cpp  |  64
12:23:27  |  Core  |  Info  |  * Shutdown: PluginManager  |  d:\MyProjects\multiPlayer\MyGUIEngine\src\MyGUI_PluginManager.cpp  |  56
12:23:27  |  Core  |  Info  |  PluginManager successfully shutdown  |  d:\MyProjects\multiPlayer\MyGUIEngine\src\MyGUI_PluginManager.cpp  |  61
12:23:27  |  Core  |  Info  |  * Shutdown: DynLibManager  |  d:\MyProjects\multiPlayer\MyGUIEngine\src\MyGUI_DynLibManager.cpp  |  52
12:23:27  |  Core  |  Info  |  DynLibManager successfully shutdown  |  d:\MyProjects\multiPlayer\MyGUIEngine\src\MyGUI_DynLibManager.cpp  |  59
12:23:27  |  Core  |  Info  |  * Shutdown: LanguageManager  |  d:\MyProjects\multiPlayer\MyGUIEngine\src\MyGUI_LanguageManager.cpp  |  56
12:23:27  |  Core  |  Info  |  LanguageManager successfully shutdown  |  d:\MyProjects\multiPlayer\MyGUIEngine\src\MyGUI_LanguageManager.cpp  |  60
12:23:27  |  Core  |  Info  |  * Shutdown: ResourceManager  |  d:\MyProjects\multiPlayer\MyGUIEngine\src\MyGUI_ResourceManager.cpp  |  62
12:23:27  |  Core  |  Info  |  ResourceManager successfully shutdown  |  d:\MyProjects\multiPlayer\MyGUIEngine\src\MyGUI_ResourceManager.cpp  |  72
12:23:27  |  Core  |  Info  |  * Shutdown: FactoryManager  |  d:\MyProjects\multiPlayer\MyGUIEngine\src\MyGUI_FactoryManager.cpp  |  49
12:23:27  |  Core  |  Info  |  FactoryManager successfully shutdown  |  d:\MyProjects\multiPlayer\MyGUIEngine\src\MyGUI_FactoryManager.cpp  |  51
12:23:27  |  Core  |  Info  |  * Shutdown: ToolTipManager  |  d:\MyProjects\multiPlayer\MyGUIEngine\src\MyGUI_ToolTipManager.cpp  |  67
12:23:27  |  Core  |  Info  |  ToolTipManager successfully shutdown  |  d:\MyProjects\multiPlayer\MyGUIEngine\src\MyGUI_ToolTipManager.cpp  |  72
12:23:27  |  Core  |  Info  |  * Shutdown: WidgetManager  |  d:\MyProjects\multiPlayer\MyGUIEngine\src\MyGUI_WidgetManager.cpp  |  106
12:23:27  |  Core  |  Info  |  WidgetManager successfully shutdown  |  d:\MyProjects\multiPlayer\MyGUIEngine\src\MyGUI_WidgetManager.cpp  |  115
12:23:27  |  Core  |  Info  |  Gui successfully shutdown  |  d:\MyProjects\multiPlayer\MyGUIEngine\src\MyGUI_Gui.cpp  |  194
12:23:27  |  Platform  |  Info  |  * Shutdown: RenderManager  |  d:\myprojects\multiplayer\platforms\directx\directxplatform\src\mygui_directxrendermanager.cpp  |  61
12:23:27  |  Platform  |  Info  |  RenderManager successfully shutdown  |  d:\myprojects\multiplayer\platforms\directx\directxplatform\src\mygui_directxrendermanager.cpp  |  66
12:23:27  |  Platform  |  Info  |  * Shutdown: DataManager  |  d:\myprojects\multiplayer\platforms\directx\directxplatform\src\mygui_directxdatamanager.cpp  |  33
12:23:27  |  Platform  |  Info  |  DataManager successfully shutdown  |  d:\myprojects\multiplayer\platforms\directx\directxplatform\src\mygui_directxdatamanager.cpp  |  35
